model,experiment,ensemble,variable,zstore,domain
FIO-ESM-2-0,ssp585,r3i1p1f1,psl,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/psl/gn/v20191226/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,pr,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/pr/gn/v20191226/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hfls,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/hfls/gn/v20191226/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hfss,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/hfss/gn/v20191226/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,tran,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/tran/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,prveg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/prveg/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,mrsos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/mrsos/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,mrro,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/mrro/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,evspsblveg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/evspsblveg/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,lai,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Lmon/lai/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp585,r3i1p1f1,siconc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/siconc/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sndmasssnf,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sndmasssnf/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sisnconc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sisnconc/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sisnthick,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sisnthick/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sitimefrac,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sitimefrac/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sitemptop,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sitemptop/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,sivol,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/sivol/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,siv,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/siv/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,siu,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/SImon/siu/gn/v20191228/,SImon
FIO-ESM-2-0,ssp585,r3i1p1f1,tauuo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/tauuo/gn/v20191229/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,tauvo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/tauvo/gn/v20191229/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,tos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/tos/gn/v20191229/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,zos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/zos/gn/v20191229/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,vo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/vo/gn/v20200113/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,uo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/uo/gn/v20200113/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,thetao,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/thetao/gn/v20200113/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,so,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/so/gn/v20200113/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,wo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/wo/gn/v20200114/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,clw,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/clw/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,cli,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/cli/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,ta,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/ta/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,zg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/zg/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,va,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/va/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,wap,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/wap/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/hus/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hur,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/hur/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,ua,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/ua/gn/v20200119/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,ps,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/ps/gn/v20200401/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hfds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/hfds/gn/v20200409/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,evs,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/evs/gn/v20200903/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,fsitherm,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Omon/fsitherm/gn/v20200903/,Omon
FIO-ESM-2-0,ssp585,r3i1p1f1,rsds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rsds/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,tasmin,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/tasmin/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,tauv,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/tauv/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,ts,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/ts/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,sfcWind,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/sfcWind/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rsut,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rsut/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,huss,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/huss/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,evspsbl,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/evspsbl/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rlds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rlds/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,hurs,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/hurs/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,tasmax,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/tasmax/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,tauu,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/tauu/gn/v20200910/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,clivi,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/clivi/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rtmt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rtmt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rsus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rsus/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rsdt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rsdt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,rlus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/rlus/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,prc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/prc/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,clwvi,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/clwvi/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,clt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Amon/clt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp585,r3i1p1f1,areacello,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Ofx/areacello/gn/v20200928/,Ofx
FIO-ESM-2-0,ssp585,r3i1p1f1,deptho,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp585/r3i1p1f1/Ofx/deptho/gn/v20200928/,Ofx
FIO-ESM-2-0,ssp126,r3i1p1f1,pr,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/pr/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,psl,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/psl/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rlut,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rlut/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,tas,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/tas/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hfss,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/hfss/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hfls,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/hfls/gn/v20191226/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,prveg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Lmon/prveg/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp126,r3i1p1f1,mrsos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Lmon/mrsos/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp126,r3i1p1f1,lai,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Lmon/lai/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp126,r3i1p1f1,evspsblveg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Lmon/evspsblveg/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp126,r3i1p1f1,mrro,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Lmon/mrro/gn/v20191227/,Lmon
FIO-ESM-2-0,ssp126,r3i1p1f1,tauuo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/tauuo/gn/v20191227/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,tos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/tos/gn/v20191227/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,tauvo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/tauvo/gn/v20191227/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,zos,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/zos/gn/v20191227/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,sitemptop,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sitemptop/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,sitimefrac,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sitimefrac/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,siu,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/siu/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,siv,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/siv/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,sivol,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sivol/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,sndmasssnf,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sndmasssnf/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,sisnthick,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sisnthick/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,sisnconc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/sisnconc/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,siconc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/SImon/siconc/gn/v20191228/,SImon
FIO-ESM-2-0,ssp126,r3i1p1f1,vo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/vo/gn/v20200114/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,wo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/wo/gn/v20200114/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,so,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/so/gn/v20200114/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,thetao,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/thetao/gn/v20200114/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,uo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/uo/gn/v20200114/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,wap,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/wap/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,ta,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/ta/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,ua,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/ua/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hur,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/hur/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/hus/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,zg,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/zg/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,va,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/va/gn/v20200119/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hfds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/hfds/gn/v20200409/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,sfdsi,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/sfdsi/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,wfo,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/wfo/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,rsntds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/rsntds/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,rlntds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/rlntds/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,prra,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/prra/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,prsn,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/prsn/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,fsitherm,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/fsitherm/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,evs,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Omon/evs/gn/v20200903/,Omon
FIO-ESM-2-0,ssp126,r3i1p1f1,tasmin,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/tasmin/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,sfcWind,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/sfcWind/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rsds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rsds/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,tasmax,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/tasmax/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,tauu,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/tauu/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,ts,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/ts/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,tauv,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/tauv/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rsut,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rsut/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rlds,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rlds/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,ps,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/ps/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,huss,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/huss/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,hurs,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/hurs/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,evspsbl,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/evspsbl/gn/v20200910/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,clt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/clt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rtmt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rtmt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rsus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rsus/gn/v20200911/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rsdt,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rsdt/gn/v20200911/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,rlus,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/rlus/gn/v20200911/,Amon
FIO-ESM-2-0,ssp126,r3i1p1f1,prc,gs://cmip6/CMIP6/ScenarioMIP/FIO-QLNM/FIO-ESM-2-0/ssp126/r3i1p1f1/Amon/prc/gn/v20200911/,Amon
